Name,Grade,Style,Partner(empty),Notes,Date,Crag,County,Region,Country,Pitches,Type
"The Green Traverse",f7A,"Sent O/S",,,19/Jul/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Pearl Harbour",7a,"Lead O/S",,,16/Jul/19,"Brean Down",Somerset,"The West Country",England,1,Sport
Kraken,6b+,"Lead O/S",,,16/Jul/19,"Brean Down",Somerset,"The West Country",England,1,Sport
"Tide Rising",7b+,"Lead RP",,,15/Jul/19,"Brean Down",Somerset,"The West Country",England,1,Sport
"Brean Dream",6b,"Lead O/S",,,15/Jul/19,"Brean Down",Somerset,"The West Country",England,1,Sport
"Great North Road","HVS 5a","Lead O/S",,,21/Jun/19,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
"Bond Street","HVS 5a","Lead O/S",,,21/Jun/19,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
"The Rasp","E2 5b","Lead O/S",,,20/Jun/19,"Higgar Tor","South Yorkshire","The Peak Area",England,1,Trad
"Ash Trees Forever","HVS 5b","Lead O/S",,,20/Jun/19,"Burbage North","South Yorkshire","The Peak Area",England,1,Trad
"Artificial Stimulant/Bilberry Pie","E2 5b","Lead O/S",,,20/Jun/19,"Burbage North","South Yorkshire","The Peak Area",England,1,Trad
Undertow,f7A,"Sent x",,,16/Jun/19,"Franchard Cuisiniere",Seine-et-Marn,Centre,France,1,Bouldering
"Smash (also called Smatch in 7+8)",f7B,"Sent x",,,15/Jun/19,"La Roche aux Sabots",Seine-et-Marn,Centre,France,1,Bouldering
Graviton,f7A,"Sent x",,,15/Jun/19,"La Roche aux Sabots",Seine-et-Marn,Centre,France,1,Bouldering
"Jet Set",f7A,"Sent x",,,15/Jun/19,"La Roche aux Sabots",Seine-et-Marn,Centre,France,1,Bouldering
"Narrow Buttress","VS 4c","Lead O/S",,,07/Apr/19,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Leaning Buttress Direct","HVS 5b","Lead O/S",,,07/Apr/19,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Nobody's Business",f3+,Sent,,,07/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Zippy's Traverse",f7B,Sent,,,07/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Big Business",f5,Sent,,,07/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"A B Top",f6B,Sent,,,07/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Business Launch",f6C,Sent,,,07/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Pebble Flakes",f4+,Sent,,,07/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Wall Buttress","HVS 5a","Lead O/S",,,06/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Trad
Namenlos,"HVS 5a","Lead O/S",,,06/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Trad
"The Left Unconquerable","E1 5b","Lead O/S",,,06/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Trad
"The Right Unconquerable","HVS 5a","Lead O/S",,,06/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Trad
Pinch,"S 4b","Lead O/S",,,06/Apr/19,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Trad
"Too Many Cooks Spoil the Broth",6b,"Lead O/S",,,22/Feb/19,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
"Chips with Everything",5a,"Lead O/S",,,22/Feb/19,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
"Byte Size",f5+,Sent,,,13/Jan/19,"Dinas Rock",Swansea,"South Wales",Wales,1,Bouldering
"Puppy Love",f6A,Sent,,,13/Jan/19,"Dinas Rock",Swansea,"South Wales",Wales,1,Bouldering
"Gentle Jess Crouch Start",f6C+,Sent,,,13/Jan/19,"Dinas Rock",Swansea,"South Wales",Wales,1,Bouldering
"Gentle Jess Sit Down Start",f7A,Sent,,,13/Jan/19,"Dinas Rock",Swansea,"South Wales",Wales,1,Bouldering
"Poodle Traverse",f6A,Sent,,,13/Jan/19,"Dinas Rock",Swansea,"South Wales",Wales,1,Bouldering
"Riding Hannah",f7A,Sent,,,13/Jan/19,"Dinas Rock",Swansea,"South Wales",Wales,1,Bouldering
"Jurassic Shift",7a,"Lead RP",,,27/Dec/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"The Price of Silence",6a,"Lead O/S",,,27/Dec/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"A Dream of White Porsches",5c,"Lead O/S",,,27/Dec/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"Searing Tunnel of Re-injury",6b,"Lead O/S",,,27/Dec/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"The Holy Hand Grenade",7a,"Lead RP",,,22/Dec/18,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
Opus,5a,"Lead O/S",,,22/Dec/18,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
"The Potting Shed",6a,"Lead O/S",,,22/Dec/18,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
"No Man Is an Island",6c,"Lead O/S",,,17/Nov/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"Buoys Will Be Buoys",6b+,"Lead O/S",,,17/Nov/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"Phil's Route",4a,"Lead O/S",,,17/Nov/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"Days of Heaven",4c,"Lead O/S",,,17/Nov/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"Love on the Rocks ;)",5a,"Lead O/S",,,17/Nov/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"Hanging Out with Halo Jones",6a,"Lead O/S",,,17/Nov/18,"Battleship Back Cliff",Dorset,"Central Southern England",England,1,Sport
"Parisian Affair",f6A+,Sent,,,04/Nov/18,"Eridge Green Rocks","East Sussex","South-East England",England,1,Bouldering
"Too Short to Mention",f6A+,Sent,,,04/Nov/18,"Eridge Green Rocks","East Sussex","South-East England",England,1,Bouldering
Azazel,f7A,Sent,,,04/Nov/18,"Eridge Green Rocks","East Sussex","South-East England",England,1,Bouldering
"Daylight Throbbery",f6B,Sent,,,04/Nov/18,"Eridge Green Rocks","East Sussex","South-East England",England,1,Bouldering
"Flying Buttress","HVD 4a","Lead O/S",,,26/Oct/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Flying Buttress Direct","E1 5b","Lead O/S",,,26/Oct/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Tinker's Crack","VS 4c","Lead O/S",,,26/Oct/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Chalkie and the Hex 5",5c,"Lead O/S",,,22/Oct/18,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
"The Ramp",5a,"Lead O/S",,,22/Oct/18,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
"Evening Mistress",6b,"Lead O/S",,,22/Oct/18,"The Cuttings",Dorset,"Central Southern England",England,1,Sport
"Banana Hammock",f6C,"Sent x",,,13/Oct/18,"Bowles Rocks","East Sussex","South-East England",England,1,Bouldering
"Nicotine Alley",f7A,"Sent x",,,13/Oct/18,"Bowles Rocks","East Sussex","South-East England",England,1,Bouldering
"Tobacco Road",f6B+,"Sent x",,,13/Oct/18,"Bowles Rocks","East Sussex","South-East England",England,1,Bouldering
"Stone Cold Fever (WW)",6b+,"Lead O/S",,,07/Oct/18,"Cheddar Gorge South",Somerset,"The West Country",England,7,Sport
"It's a Kind of Magic",7a+,"Lead RP",,,16/Sep/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
Skullduggery,7b,"Lead O/S",,,16/Sep/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"Hug the Jug",5a,"Lead O/S",,,30/Aug/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"Don't Fear the Bleater",5c,"Lead O/S",,,30/Aug/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"Dead on Arrival",6a+,"Lead O/S",,,30/Aug/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"The Bloodshed Begins",6a+,"Lead O/S",,,30/Aug/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"Toxic Shock",6b,"Lead O/S",,,30/Aug/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"Mr Ripple",6a,"Lead O/S",,,30/Aug/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"Off the Wall",6b,"Lead O/S",,,30/Aug/18,"Cheddar Gorge North",Somerset,"The West Country",England,1,Sport
"Manchester Buttress","HS 4b","Lead O/S",,,24/Jun/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Lancashire Wall","HVS 5a","Lead O/S",,,24/Jun/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Crack and Corner","S 4b","Lead O/S",,,24/Jun/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Heather Wall","VS 4c","Lead O/S",,,24/Jun/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Grotto Wall","HVS 4c","Lead O/S",,,24/Jun/18,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
Vertigo,"S 4a","Lead O/S",,,18/Apr/18,"Symonds Yat",Gloucestershire,"The West Country",England,1,Trad
